"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"3110",5971,"Morera","29/04/2011 10:19","Medio (4 - 8 mts)",60,"Mediano",-68.8470079962,-32.8834368994,1,"Parque Central",1655357.93265,0
"3111",5972,"Fresno americano","29/04/2011 10:18","Medio (4 - 8 mts)",110,"Grande",-68.8469971898,-32.8833959593,1,"Parque Central",1655357.93265,0
"3112",5974,"Fresno americano","27/04/2011 09:10","Alto (> 8 mts)",110,"Grande",-68.8472050151,-32.8850046802,1,"Parque Central",1655357.93265,0
"3113",5976,"Fresno americano","26/04/2011 12:47","Alto (> 8 mts)",160,"Grande",-68.8468403224,-32.8858247209,1,"Parque Central",1655357.93265,0
"3114",5985,"Fresno europeo","25/04/2011 12:39","Muy bajo (1 - 2 mts)",12,"Chico",-68.8451985818,-32.8861331152,1,"Parque Central",1655357.93265,0
"3115",5988,"Pltano","25/04/2011 12:27","Alto (> 8 mts)",200,"Grande",-68.8449609159,-32.8859444402,1,"Parque Central",1655357.93265,0
"3116",5991,"Pltano","25/04/2011 12:09","Alto (> 8 mts)",200,"Grande",-68.8447789898,-32.8853078128,1,"Parque Central",1655357.93265,0
"3117",5992,"Pltano","28/04/2011 09:50","Bajo (2 - 4 mts)",35,"Mediano",-68.8415870149,-32.8858113189,1,"Parque Central",1655357.93265,0
"3118",5993,"Pltano","28/04/2011 09:28","Alto (> 8 mts)",160,"Grande",-68.8410010593,-32.8862245746,3,"Parque O'Higgins",1531146.02653,0
"3119",5994,"Olmo comun","28/04/2011 10:12","Bajo (2 - 4 mts)",60,"Mediano",-68.8420959885,-32.885969398,1,"Parque Central",1655357.93265,0
"3120",5997,"Fresno europeo","27/04/2011 12:02","Alto (> 8 mts)",140,"Grande",-68.8484417478,-32.8846881609,1,"Parque Central",1655357.93265,0
"3121",6000,"Morera","27/04/2011 11:40","Medio (4 - 8 mts)",64,"Grande",-68.8485129826,-32.8855092633,1,"Parque Central",1655357.93265,0
"3122",6001,"Morera","27/04/2011 11:39","Medio (4 - 8 mts)",55,"Mediano",-68.8484570306,-32.8855208517,1,"Parque Central",1655357.93265,0
"3123",6002,"Morera","28/04/2011 12:55","Alto (> 8 mts)",120,"Grande",-68.8475061591,-32.8855427071,1,"Parque Central",1655357.93265,0
"3124",6004,"Morera","09/05/2011 11:28","Medio (4 - 8 mts)",60,"Mediano",-68.8590384181,-32.8867332969,5,"Residencial Sur",2423808.92355,0
"3125",6006,"Morera","02/05/2011 11:47","Alto (> 8 mts)",160,"Grande",-68.8453360978,-32.8773426557,1,"Parque Central",1655357.93265,1
"3126",6007,"Morera","02/05/2011 11:45","Alto (> 8 mts)",142,"Grande",-68.845309979,-32.877259361,1,"Parque Central",1655357.93265,0
"3127",6008,"Morera","02/05/2011 11:38","Alto (> 8 mts)",160,"Grande",-68.8452601556,-32.8770637663,1,"Parque Central",1655357.93265,0
"3128",6010,"Acer","02/05/2011 12:12","Medio (4 - 8 mts)",75,"Grande",-68.8460500832,-32.879864155,1,"Parque Central",1655357.93265,0
"3129",6012,"Fresno europeo","02/05/2011 12:06","Medio (4 - 8 mts)",85,"Grande",-68.845954975,-32.8795213386,1,"Parque Central",1655357.93265,0
"3130",6013,"Fresno europeo","02/05/2011 12:05","Bajo (2 - 4 mts)",35,"Mediano",-68.8459426126,-32.8794760782,1,"Parque Central",1655357.93265,0
"3131",6014,"Morera","12/04/2011 09:50","Muy bajo (1 - 2 mts)",5,"Chico",-68.8429705452,-32.8833744892,1,"Parque Central",1655357.93265,0
"3132",6015,"Morera","12/04/2011 09:46","Alto (> 8 mts)",165,"Grande",-68.843016933,-32.8835679253,1,"Parque Central",1655357.93265,1
"3133",6016,"Morera","11/04/2011 12:30","Alto (> 8 mts)",68,"Grande",-68.8430683905,-32.8837674884,1,"Parque Central",1655357.93265,0
"3134",6017,"Morera","11/04/2011 12:23","Bajo (2 - 4 mts)",12,"Chico",-68.8431339924,-32.8839989648,1,"Parque Central",1655357.93265,0
"3135",6019,"Fresno europeo","11/04/2011 12:00","Alto (> 8 mts)",55,"Mediano",-68.843945372,-32.8840708006,1,"Parque Central",1655357.93265,0
"3136",6020,"Pltano","12/04/2011 10:24","Alto (> 8 mts)",260,"Grande",-68.8441205833,-32.8833348296,1,"Parque Central",1655357.93265,0
"3137",6021,"Morera","13/04/2011 09:43","Alto (> 8 mts)",230,"Grande",-68.843348819,-32.8848099105,1,"Parque Central",1655357.93265,0
"3138",6024,"Morera","15/04/2011 11:47","Alto (> 8 mts)",185,"Grande",-68.8420064762,-32.8850502037,1,"Parque Central",1655357.93265,0
"3139",6028,"Morera","18/04/2011 09:16","Alto (> 8 mts)",41,"Mediano",-68.8432071601,-32.8852054027,1,"Parque Central",1655357.93265,0
"3140",6033,"Morera","18/04/2011 10:53","Muy bajo (1 - 2 mts)",15,"Chico",-68.8477152158,-32.8863966154,1,"Parque Central",1655357.93265,0
"3141",6034,"Morera","18/04/2011 10:42","Alto (> 8 mts)",70,"Grande",-68.8476090732,-32.8859481711,1,"Parque Central",1655357.93265,0
"3142",6035,"Morera","18/04/2011 10:40","Alto (> 8 mts)",52,"Mediano",-68.8475968473,-32.8859039805,1,"Parque Central",1655357.93265,0
"3143",6036,"Perenne","18/04/2011 10:32","Bajo (2 - 4 mts)",200,"Grande",-68.8478815504,-32.8857672591,1,"Parque Central",1655357.93265,0
"3144",6037,"Morera","25/04/2011 09:45","Alto (> 8 mts)",140,"Grande",-68.8461862413,-32.8861412904,1,"Parque Central",1655357.93265,0
"3145",6039,"Morera","25/04/2011 09:39","Muy bajo (1 - 2 mts)",20,"Chico",-68.8462528609,-32.8864042723,1,"Parque Central",1655357.93265,0
"3146",6040,"Morera","25/04/2011 09:31","Muy bajo (1 - 2 mts)",20,"Chico",-68.8463422747,-32.8867615037,1,"Parque Central",1655357.93265,0
"3147",6041,"Morera","25/04/2011 09:18","Alto (> 8 mts)",122,"Grande",-68.8463652206,-32.8868463072,1,"Parque Central",1655357.93265,0
"3148",6043,"Pltano","25/04/2011 08:49","Alto (> 8 mts)",170,"Grande",-68.8455830143,-32.8871738978,1,"Parque Central",1655357.93265,0
"3149",6044,"Pltano","25/04/2011 08:45","Alto (> 8 mts)",190,"Grande",-68.8454261846,-32.8872039901,1,"Parque Central",1655357.93265,0
"3150",6046,"Pltano","20/04/2011 12:11","Alto (> 8 mts)",155,"Grande",-68.8452746594,-32.8871094506,1,"Parque Central",1655357.93265,0
"3151",6048,"Pltano","20/04/2011 11:38","Alto (> 8 mts)",180,"Grande",-68.8450695423,-32.8863649049,1,"Parque Central",1655357.93265,0
"3152",6049,"Fresno europeo","14/04/2011 12:50","Bajo (2 - 4 mts)",22,"Mediano",-68.8462186554,-32.8813527454,1,"Parque Central",1655357.93265,0
"3153",6053,"Fresno europeo","14/04/2011 12:20","Muy bajo (1 - 2 mts)",5,"Chico",-68.8455021748,-32.8814438558,1,"Parque Central",1655357.93265,1
"3154",6054,"Morera","14/04/2011 12:07","Alto (> 8 mts)",100,"Grande",-68.8451563575,-32.8816456769,1,"Parque Central",1655357.93265,1
"3155",6055,"Morera","14/04/2011 11:52","Alto (> 8 mts)",100,"Grande",-68.8453102066,-32.8822067923,1,"Parque Central",1655357.93265,0
"3156",6056,"Morera","14/04/2011 11:50","Bajo (2 - 4 mts)",30,"Mediano",-68.8453405799,-32.8823061802,1,"Parque Central",1655357.93265,0
"3157",6057,"Morera","14/04/2011 11:42","Medio (4 - 8 mts)",65,"Grande",-68.8453897105,-32.8824999651,1,"Parque Central",1655357.93265,0
"3158",6063,"Morera","08/04/2011 12:21","Alto (> 8 mts)",194,"Grande",-68.8451013821,-32.88196502,1,"Parque Central",1655357.93265,0
"3159",6065,"Pltano","12/04/2011 10:12","Alto (> 8 mts)",125,"Grande",-68.8442074441,-32.8831137463,1,"Parque Central",1655357.93265,0
"3160",6066,"Pltano","12/04/2011 10:06","Alto (> 8 mts)",180,"Grande",-68.8442369005,-32.883191159,1,"Parque Central",1655357.93265,0
"3161",6067,"Pltano","12/04/2011 10:01","Alto (> 8 mts)",194,"Grande",-68.8442600033,-32.8832811379,1,"Parque Central",1655357.93265,1
"3162",6068,"Pltano","12/04/2011 09:51","Alto (> 8 mts)",144,"Grande",-68.8443365979,-32.8835682402,1,"Parque Central",1655357.93265,0
"3163",6070,"Pltano","11/04/2011 12:32","Alto (> 8 mts)",195,"Grande",-68.8444169134,-32.8838906095,1,"Parque Central",1655357.93265,0
"3164",6071,"Fresno europeo","11/04/2011 12:23","Medio (4 - 8 mts)",70,"Grande",-68.8447419647,-32.8839245014,1,"Parque Central",1655357.93265,0
"3165",6072,"Fresno europeo","11/04/2011 12:22","Medio (4 - 8 mts)",65,"Grande",-68.8447882314,-32.8839157412,1,"Parque Central",1655357.93265,0
"3166",6073,"Fresno europeo","11/04/2011 12:11","Medio (4 - 8 mts)",48,"Mediano",-68.845428151,-32.8837930767,1,"Parque Central",1655357.93265,0
"3167",6074,"Morera","11/04/2011 12:06","Medio (4 - 8 mts)",80,"Grande",-68.8455334159,-32.883607468,1,"Parque Central",1655357.93265,0
"3168",6075,"Morera","11/04/2011 12:04","Medio (4 - 8 mts)",65,"Grande",-68.8455217132,-32.8835618495,1,"Parque Central",1655357.93265,0
"3169",6077,"Caducifolio","19/04/2011 12:17","Medio (4 - 8 mts)",56,"Mediano",-68.8427039275,-32.8833802478,1,"Parque Central",1655357.93265,0
"3170",6078,"Morera","19/04/2011 12:15","Muy bajo (1 - 2 mts)",12,"Chico",-68.8427229045,-32.8834516451,1,"Parque Central",1655357.93265,0
"3171",6082,"Conifera","19/04/2011 11:30","Medio (4 - 8 mts)",33,"Mediano",-68.8429162348,-32.8841490036,1,"Parque Central",1655357.93265,0
"3172",6083,"Conifera","19/04/2011 11:27","Alto (> 8 mts)",50,"Mediano",-68.8429285737,-32.8842009737,1,"Parque Central",1655357.93265,0
"3173",6084,"Fresno americano","19/04/2011 10:15","Alto (> 8 mts)",140,"Grande",-68.842851269,-32.8842658426,1,"Parque Central",1655357.93265,0
"3174",6087,"Morera","15/04/2011 10:42","Medio (4 - 8 mts)",60,"Mediano",-68.8457739965,-32.884567878,1,"Parque Central",1655357.93265,1
"3175",6088,"Pltano","12/04/2011 14:04","Alto (> 8 mts)",180,"Grande",-68.8446556211,-32.8848399699,1,"Parque Central",1655357.93265,0
"3176",6091,"Fresno europeo","12/04/2011 12:21","Medio (4 - 8 mts)",42,"Mediano",-68.8446595874,-32.8840568659,1,"Parque Central",1655357.93265,0
"3177",6092,"Fresno americano","18/04/2011 09:40","Alto (> 8 mts)",80,"Grande",-68.8469135202,-32.8838731849,1,"Parque Central",1655357.93265,1
"3178",6094,"Fresno europeo","15/04/2011 11:44","Medio (4 - 8 mts)",26,"Mediano",-68.8465704485,-32.8837034411,1,"Parque Central",1655357.93265,0
"3179",6099,"Acacia SP","05/05/2011 10:24","Medio (4 - 8 mts)",54,"Mediano",-68.8398982847,-32.8870326256,3,"Parque O'Higgins",1531146.02653,0
"3180",6104,"Fresno europeo","27/04/2011 12:42","Medio (4 - 8 mts)",22,"Mediano",-68.839791376,-32.8821765641,1,"Parque Central",1655357.93265,0
"3181",6106,"Ligustro","02/05/2011 15:00","Alto (> 8 mts)",72,"Grande",-68.8398227054,-32.8822976176,1,"Parque Central",1655357.93265,0
"3182",6107,"Pltano","02/05/2011 14:56","Alto (> 8 mts)",158,"Grande",-68.8398688969,-32.8824457807,1,"Parque Central",1655357.93265,0
"3183",6111,"Morera","27/04/2011 18:30","Alto (> 8 mts)",48,"Mediano",-68.8389948974,-32.883635119,1,"Parque Central",1655357.93265,0
"3184",6113,"Morera","27/04/2011 18:36","Alto (> 8 mts)",98,"Grande",-68.8388707659,-32.883138518,1,"Parque Central",1655357.93265,0
"3185",6114,"Morera","27/04/2011 18:23","Muy bajo (1 - 2 mts)",8,"Chico",-68.838757961,-32.8827512075,1,"Parque Central",1655357.93265,0
"3186",6118,"Morera","04/10/2011 13:14","Medio (4 - 8 mts)",12,"Chico",-68.8388216968,-32.8821532015,1,"Parque Central",1655357.93265,0
"3187",6120,"Morera","28/04/2011 11:03","Alto (> 8 mts)",102,"Grande",-68.8384974274,-32.8822733314,1,"Parque Central",1655357.93265,1
"3188",6121,"Morera","28/04/2011 11:10","Medio (4 - 8 mts)",38,"Mediano",-68.8385085434,-32.8823139814,1,"Parque Central",1655357.93265,0
"3189",6124,"Morera","28/04/2011 11:38","Alto (> 8 mts)",110,"Grande",-68.8387315405,-32.8831397316,1,"Parque Central",1655357.93265,0
"3190",6126,"Morera","28/04/2011 11:48","Alto (> 8 mts)",88,"Grande",-68.8388328715,-32.8835667072,1,"Parque Central",1655357.93265,0
"3191",6128,"Pltano","28/04/2011 12:05","Muy bajo (1 - 2 mts)",10,"Chico",-68.8380036441,-32.8839762233,3,"Parque O'Higgins",1531146.02653,0
"3192",6131,"Pltano","02/05/2011 15:17","Alto (> 8 mts)",178,"Grande",-68.8374172706,-32.8826171133,1,"Parque Central",1655357.93265,1
"3193",6132,"Pltano","02/05/2011 15:16","Muy bajo (1 - 2 mts)",4,"Chico",-68.8373961894,-32.8825247517,1,"Parque Central",1655357.93265,0
"3194",6135,"Morera","07/04/2011 11:47","Bajo (2 - 4 mts)",44,"Mediano",-68.8433081869,-32.8805742453,1,"Parque Central",1655357.93265,0
"3195",6137,"Morera","07/04/2011 11:58","Medio (4 - 8 mts)",90,"Grande",-68.8431770541,-32.8805874963,1,"Parque Central",1655357.93265,0
"3196",6138,"Ligustro","07/04/2011 12:46","Medio (4 - 8 mts)",120,"Grande",-68.8423331953,-32.8810214733,1,"Parque Central",1655357.93265,0
"3197",6141,"Fresno americano","07/04/2011 11:19","Medio (4 - 8 mts)",56,"Mediano",-68.8435773895,-32.8812615063,1,"Parque Central",1655357.93265,0
"3198",6143,"Paraiso","15/04/2011 13:05","Bajo (2 - 4 mts)",30,"Mediano",-68.8425341048,-32.8826837886,1,"Parque Central",1655357.93265,0
"3199",6144,"Olmo comun","15/04/2011 13:04","Medio (4 - 8 mts)",42,"Mediano",-68.8425408363,-32.8827060608,1,"Parque Central",1655357.93265,0
"3200",6146,"Morera","15/04/2011 11:14","Alto (> 8 mts)",168,"Grande",-68.8416088223,-32.8818950323,1,"Parque Central",1655357.93265,0
"3201",6147,"Prunas","15/04/2011 11:05","Bajo (2 - 4 mts)",24,"Mediano",-68.8422112371,-32.881834861,1,"Parque Central",1655357.93265,0
"3202",6150,"Morera","19/04/2011 10:30","Medio (4 - 8 mts)",52,"Mediano",-68.840488211,-32.8837127205,1,"Parque Central",1655357.93265,0
"3203",6154,"Pltano","18/04/2011 19:10","Alto (> 8 mts)",172,"Grande",-68.8405430522,-32.8844758918,1,"Parque Central",1655357.93265,0
"3204",6157,"Fresno europeo","19/04/2011 09:01","Muy bajo (1 - 2 mts)",4,"Chico",-68.8415958192,-32.8840107598,1,"Parque Central",1655357.93265,0
"3205",6159,"Morera","14/04/2011 15:37","Alto (> 8 mts)",158,"Grande",-68.8419645547,-32.8854691328,1,"Parque Central",1655357.93265,0
"3206",6161,"Pltano","14/04/2011 15:44","Medio (4 - 8 mts)",32,"Mediano",-68.8413897616,-32.8856427365,1,"Parque Central",1655357.93265,0
"3207",6162,"Pltano","18/04/2011 15:39","Alto (> 8 mts)",107,"Grande",-68.8408441405,-32.8855967369,1,"Parque Central",1655357.93265,0
"3208",6164,"Morera","18/04/2011 15:30","Medio (4 - 8 mts)",58,"Mediano",-68.8406798569,-32.8849997049,1,"Parque Central",1655357.93265,0
"3209",6167,"Pltano","26/04/2011 16:24","Alto (> 8 mts)",138,"Grande",-68.8400902956,-32.8837766149,1,"Parque Central",1655357.93265,0
"3210",6168,"Acacia SP","26/04/2011 17:25","Medio (4 - 8 mts)",42,"Mediano",-68.8391163366,-32.8840906533,1,"Parque Central",1655357.93265,1
"3211",6169,"Acacia SP","26/04/2011 17:26","Medio (4 - 8 mts)",26,"Mediano",-68.839105317,-32.8840519818,1,"Parque Central",1655357.93265,0
"3212",6170,"Fresno europeo","26/04/2011 17:23","Bajo (2 - 4 mts)",8,"Chico",-68.8391582016,-32.8842271152,1,"Parque Central",1655357.93265,0
"3213",6171,"Fresno americano","26/04/2011 17:12","Medio (4 - 8 mts)",36,"Mediano",-68.8392581683,-32.8845864139,1,"Parque Central",1655357.93265,0
"3214",6172,"Fresno europeo","26/04/2011 17:07","Muy bajo (1 - 2 mts)",8,"Chico",-68.8393121062,-32.8847840133,3,"Parque O'Higgins",1531146.02653,0
"3215",6173,"Fresno europeo","26/04/2011 17:08","Alto (> 8 mts)",38,"Mediano",-68.8392967253,-32.8847287379,3,"Parque O'Higgins",1531146.02653,0
"3216",6180,"Fresno europeo","08/04/2011 09:42","Muy bajo (1 - 2 mts)",4,"Chico",-68.8393981318,-32.8850943663,3,"Parque O'Higgins",1531146.02653,0
"3217",6182,"Fresno europeo","08/04/2011 09:32","Bajo (2 - 4 mts)",12,"Chico",-68.83953207,-32.8856139697,3,"Parque O'Higgins",1531146.02653,0
"3218",6186,"Pltano","08/04/2011 10:03","Alto (> 8 mts)",104,"Grande",-68.8406216015,-32.8853645834,1,"Parque Central",1655357.93265,0
"3219",6188,"Pltano","31/03/2011 16:12","Alto (> 8 mts)",118,"Grande",-68.8406711295,-32.88710395,3,"Parque O'Higgins",1531146.02653,0
"3220",6189,"Pltano","31/03/2011 16:14","Medio (4 - 8 mts)",108,"Grande",-68.8404743892,-32.8871416848,3,"Parque O'Higgins",1531146.02653,0
"3221",6192,"Pltano","31/03/2011 16:17","Alto (> 8 mts)",92,"Grande",-68.8402177635,-32.8871924272,3,"Parque O'Higgins",1531146.02653,0
"3222",6193,"Pltano","31/03/2011 16:19","Alto (> 8 mts)",162,"Grande",-68.8400418598,-32.8872261898,3,"Parque O'Higgins",1531146.02653,0
"3223",6197,"Pltano","31/03/2011 15:57","Alto (> 8 mts)",114,"Grande",-68.8406170031,-32.888108235,3,"Parque O'Higgins",1531146.02653,0
"3224",6199,"Pltano","31/03/2011 15:59","Bajo (2 - 4 mts)",98,"Grande",-68.840959372,-32.8880457138,3,"Parque O'Higgins",1531146.02653,0
"3225",6202,"Tilo","31/03/2011 16:04","Alto (> 8 mts)",86,"Grande",-68.8412789125,-32.8878557447,3,"Parque O'Higgins",1531146.02653,0
"3226",6203,"Tilo","31/03/2011 16:06","Medio (4 - 8 mts)",58,"Mediano",-68.8412421078,-32.8877176877,3,"Parque O'Higgins",1531146.02653,0
"3227",6209,"Fresno europeo","18/04/2011 18:27","Muy bajo (1 - 2 mts)",7,"Chico",-68.8387943229,-32.8851487235,3,"Parque O'Higgins",1531146.02653,0
"3228",6213,"Acacia SP","11/04/2011 15:47","Bajo (2 - 4 mts)",34,"Mediano",-68.8392656161,-32.8851989321,3,"Parque O'Higgins",1531146.02653,0
"3229",6215,"Fresno europeo","04/04/2011 16:18","Medio (4 - 8 mts)",38,"Mediano",-68.8396582154,-32.8872974543,3,"Parque O'Higgins",1531146.02653,0
"3230",6217,"Fresno americano","04/04/2011 16:10","Alto (> 8 mts)",168,"Grande",-68.8390700458,-32.8874038919,3,"Parque O'Higgins",1531146.02653,0
"3231",6219,"Pltano","04/04/2011 15:38","Alto (> 8 mts)",186,"Grande",-68.8393197893,-32.8883360979,3,"Parque O'Higgins",1531146.02653,0
"3232",6220,"Pltano","04/04/2011 15:32","Alto (> 8 mts)",52,"Mediano",-68.8396113482,-32.888280754,3,"Parque O'Higgins",1531146.02653,0
"3233",6221,"Morera","04/04/2011 15:31","Medio (4 - 8 mts)",32,"Mediano",-68.8396862508,-32.8882670126,3,"Parque O'Higgins",1531146.02653,0
"3234",6224,"Pltano","11/04/2011 15:32","Medio (4 - 8 mts)",24,"Mediano",-68.8391720909,-32.8862529035,3,"Parque O'Higgins",1531146.02653,0
"3235",6225,"Pltano","11/04/2011 15:23","Medio (4 - 8 mts)",42,"Mediano",-68.8385208004,-32.886372946,3,"Parque O'Higgins",1531146.02653,1
"3236",6227,"Pltano","11/04/2011 15:12","Bajo (2 - 4 mts)",6,"Chico",-68.8386030592,-32.8871221886,3,"Parque O'Higgins",1531146.02653,0
"3237",6228,"Pltano","11/04/2011 15:10","Alto (> 8 mts)",186,"Grande",-68.8386213856,-32.8871921375,3,"Parque O'Higgins",1531146.02653,0
"3238",6229,"Fresno europeo","11/04/2011 15:06","Medio (4 - 8 mts)",30,"Mediano",-68.8387450377,-32.8873326409,3,"Parque O'Higgins",1531146.02653,0
"3239",6230,"Fresno europeo","11/04/2011 15:05","Medio (4 - 8 mts)",32,"Mediano",-68.8388356331,-32.8873155579,3,"Parque O'Higgins",1531146.02653,0
"3240",6231,"Fresno europeo","11/04/2011 15:04","Muy bajo (1 - 2 mts)",6,"Chico",-68.8389161484,-32.8873003761,3,"Parque O'Higgins",1531146.02653,0
"3241",6232,"Fresno americano","11/04/2011 15:03","Alto (> 8 mts)",164,"Grande",-68.8390315523,-32.8872786154,3,"Parque O'Higgins",1531146.02653,0
"3242",6233,"Fresno europeo","11/04/2011 15:02","Medio (4 - 8 mts)",18,"Chico",-68.8391343809,-32.8872592261,3,"Parque O'Higgins",1531146.02653,0
"3243",6237,"Fresno europeo","05/04/2011 09:24","Medio (4 - 8 mts)",36,"Mediano",-68.8396125438,-32.8865587874,3,"Parque O'Higgins",1531146.02653,0
"3244",6238,"Fresno americano","05/04/2011 09:23","Bajo (2 - 4 mts)",28,"Mediano",-68.8395806707,-32.8864380731,3,"Parque O'Higgins",1531146.02653,0
"3245",6239,"Fresno europeo","05/04/2011 09:22","Muy bajo (1 - 2 mts)",6,"Chico",-68.8395526466,-32.8863319368,3,"Parque O'Higgins",1531146.02653,0
"3246",6240,"Morera","14/07/2011 08:56","Alto (> 8 mts)",120,"Grande",-68.8545763706,-32.8855314927,5,"Residencial Sur",2423808.92355,0
"3247",6242,"Acacia SP","14/07/2011 08:58","Medio (4 - 8 mts)",68,"Grande",-68.8539890055,-32.8856442331,5,"Residencial Sur",2423808.92355,0
"3248",6243,"Jacarand","13/07/2011 11:59","Bajo (2 - 4 mts)",27,"Mediano",-68.853918443,-32.8856585463,5,"Residencial Sur",2423808.92355,0
"3249",6244,"Fresno americano","13/07/2011 11:35","Muy bajo (1 - 2 mts)",2,"Chico",-68.8532857671,-32.8857060092,5,"Residencial Sur",2423808.92355,0
"3250",6248,"Morera","14/07/2011 10:00","Bajo (2 - 4 mts)",13,"Chico",-68.8533186881,-32.8851790339,5,"Residencial Sur",2423808.92355,0
"3251",6250,"Acer","14/07/2011 09:49","Bajo (2 - 4 mts)",20,"Chico",-68.8537521976,-32.8851985096,5,"Residencial Sur",2423808.92355,0
"3252",6251,"Fresno americano","14/07/2011 09:46","Medio (4 - 8 mts)",52,"Mediano",-68.8538673932,-32.885202215,5,"Residencial Sur",2423808.92355,0
"3253",6253,"Ligustro","14/07/2011 09:34","Muy bajo (1 - 2 mts)",5,"Chico",-68.8541876996,-32.885217134,5,"Residencial Sur",2423808.92355,0
"3254",6255,"Morera","14/07/2011 09:23","Muy bajo (1 - 2 mts)",10,"Chico",-68.8544589543,-32.8852209098,5,"Residencial Sur",2423808.92355,0
"3255",6256,"Prunas","14/07/2011 09:21","Medio (4 - 8 mts)",75,"Grande",-68.854516732,-32.8852215225,5,"Residencial Sur",2423808.92355,0
"3256",6258,"Ligustro","13/07/2011 12:31","Bajo (2 - 4 mts)",35,"Mediano",-68.8515671229,-32.8835790538,1,"Parque Central",1655357.93265,0
"3257",6260,"Morera","14/07/2011 13:06","Alto (> 8 mts)",85,"Grande",-68.8506644455,-32.8839527001,1,"Parque Central",1655357.93265,0
"3258",6261,"Fresno europeo","14/07/2011 10:28","Medio (4 - 8 mts)",38,"Mediano",-68.8505048558,-32.8839825034,1,"Parque Central",1655357.93265,0
"3259",6262,"Fresno europeo","14/07/2011 10:33","Medio (4 - 8 mts)",38,"Mediano",-68.8504426979,-32.8839937182,1,"Parque Central",1655357.93265,0
"3260",6266,"Fresno europeo","13/07/2011 14:10","Alto (> 8 mts)",135,"Grande",-68.8500613185,-32.8835288494,1,"Parque Central",1655357.93265,0
"3261",6268,"Ailanthus","13/07/2011 13:39","Alto (> 8 mts)",30,"Mediano",-68.8504124109,-32.8830001863,1,"Parque Central",1655357.93265,0
"3262",6270,"Morera","13/07/2011 13:02","Muy bajo (1 - 2 mts)",5,"Chico",-68.8512233854,-32.8828483005,1,"Parque Central",1655357.93265,0
"3263",6271,"Morera","13/07/2011 11:41","Alto (> 8 mts)",185,"Grande",-68.850179535,-32.8844642373,1,"Parque Central",1655357.93265,0
"3264",6273,"Morera","13/07/2011 11:23","Alto (> 8 mts)",108,"Grande",-68.8502042621,-32.8845567572,1,"Parque Central",1655357.93265,0
"3265",6277,"Fresno europeo","14/07/2011 09:20","Medio (4 - 8 mts)",92,"Grande",-68.8489939679,-32.885350148,1,"Parque Central",1655357.93265,0
"3266",6279,"Fresno europeo","13/07/2011 12:11","Alto (> 8 mts)",155,"Grande",-68.849589361,-32.8843472566,1,"Parque Central",1655357.93265,1
"3267",6281,"Morera","13/07/2011 11:51","Alto (> 8 mts)",93,"Grande",-68.8500013108,-32.8842715538,1,"Parque Central",1655357.93265,0
"3268",6284,"Morera","29/06/2011 10:40","Alto (> 8 mts)",87,"Grande",-68.8602053175,-32.8892259206,5,"Residencial Sur",2423808.92355,0
"3269",6285,"Jacarand","29/06/2011 10:26","Bajo (2 - 4 mts)",16,"Chico",-68.8602428133,-32.8895984019,5,"Residencial Sur",2423808.92355,0
"3270",6286,"Morera","29/06/2011 10:21","Alto (> 8 mts)",120,"Grande",-68.8602575927,-32.8897829271,5,"Residencial Sur",2423808.92355,0
"3271",6287,"Pltano","30/06/2011 13:39","Alto (> 8 mts)",180,"Grande",-68.8607538296,-32.8900147619,5,"Residencial Sur",2423808.92355,0
"3272",6288,"Morera","30/06/2011 09:57","Medio (4 - 8 mts)",73,"Grande",-68.8617364366,-32.8896772406,5,"Residencial Sur",2423808.92355,0
"3273",6289,"Morera","30/06/2011 09:53","Alto (> 8 mts)",67,"Grande",-68.8616937434,-32.8894342217,5,"Residencial Sur",2423808.92355,0
"3274",6290,"Morera","30/06/2011 09:49","Bajo (2 - 4 mts)",25,"Mediano",-68.8616660474,-32.8893036523,5,"Residencial Sur",2423808.92355,1
"3275",6291,"Perenne","30/06/2011 09:22","Alto (> 8 mts)",110,"Grande",-68.8616090045,-32.8890189503,5,"Residencial Sur",2423808.92355,0
"3276",6292,"Morera","30/06/2011 09:19","Alto (> 8 mts)",83,"Grande",-68.861591641,-32.8888856826,5,"Residencial Sur",2423808.92355,0
"3277",6296,"Liquidambar","28/06/2011 11:29","Alto (> 8 mts)",100,"Grande",-68.8578771676,-32.8902952331,5,"Residencial Sur",2423808.92355,0
"3278",6297,"Fresno europeo","28/06/2011 11:28","Bajo (2 - 4 mts)",33,"Mediano",-68.8578885765,-32.8903366761,5,"Residencial Sur",2423808.92355,0
"3279",6298,"Fresno europeo","27/06/2011 11:54","Bajo (2 - 4 mts)",40,"Mediano",-68.8580965378,-32.8904983142,5,"Residencial Sur",2423808.92355,0
"3280",6299,"Acer","27/06/2011 11:47","Medio (4 - 8 mts)",140,"Grande",-68.858595266,-32.8904027984,5,"Residencial Sur",2423808.92355,0
"3281",6302,"Morera","27/06/2011 11:40","Alto (> 8 mts)",100,"Grande",-68.8588901551,-32.8903024261,5,"Residencial Sur",2423808.92355,0
"3282",6303,"Fresno europeo","27/06/2011 11:12","Muy bajo (1 - 2 mts)",5,"Chico",-68.8588937476,-32.8900310597,5,"Residencial Sur",2423808.92355,0
